,Epitope IRI,Object Type,Description,Epitope Modified Residue(s),Epitope Modification(s),Starting Position,Ending Position,Non-peptidic epitope IRI,Epitope Synonyms,Antigen Name,Antigen IRI,Parent Protein,Parent Protein IRI,Organism Name,Organism IRI,Parent Organism,Parent Organism IRI,Epitope Comments,Epitope Relationship,Object Type.1,Description.1,Starting Position.1,Ending Position.1,Non-peptidic object IRI,Synonyms,Antigen Name.1,Antigen IRI.1,Parent Protein.1,Parent Protein IRI.1,Organism Name.1,Organism IRI.1,Parent Organism.1,Parent Organism IRI.1,link_url_41
735,156501,Non-peptidic,alpha-L-Fucp-(1->2)-beta-D-Galp-(1->4)-beta-D-GlcpNAc-(1->3)-[alpha-L-Fucp-(1->2)-beta-D-Galp-(1->4)-beta-D-GlcpNAc-(1->6)]-beta-D-Galp-(1->4)-beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)-D-Glcp,,,,,http://purl.obolibrary.org/obo/CHEBI_62483,"alpha-L-fucopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-[alpha-L-fucopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->6)]-beta-D-galactopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->4)-D-glucopyranose, (Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2, 6-deoxy-alpha-L-galactopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-[6-deoxy-alpha-L-galactopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->6)]-beta-D-galactopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->4)-D-glucopyranose, alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-[alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->6)]-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-D-Glc, alpha-L-fucosyl-(1->2)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-[alpha-L-fucosyl-(1->2)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->6)]-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-D-glucose, WURCS=2.0/4,10,9/[a2122h-1x_1-5][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][a1221m-1a_1-5]/1-2-3-2-3-2-4-3-2-4/a4-b1_b3-c1_c4-d1_d3-e1_d6-h1_e4-f1_f2-g1_h4-i1_i2-j1",,,,,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,"The epitope structure was found in the cited reference, Clausen et al, J Biol Chem: 261(3) 1986 [PMID: 3944091].",,,,,,,,,,,,,,,,G41082WI 
736,156502,Non-peptidic,alpha-L-Fucp-(1->2) -[alpha-L-Fucp-(1->2)-beta-D-Galp-(1->3)-alpha-D-GlcpNAc-(1->3)]-beta-D-Galp-(1->4)-beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)-D-Glcp,,,,,http://purl.obolibrary.org/obo/CHEBI_62484,"alpha-L-fucopyranosyl-(1->2)-[alpha-L-fucopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->3)-2-acetamido-2-deoxy-alpha-D-glucopyranosyl-(1->3)]-beta-D-galactopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->4)-D-glucopyranose, 6-deoxy-alpha-L-galactopyranosyl-(1->2)-[6-deoxy-alpha-L-galactopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->3)-2-acetamido-2-deoxy-alpha-D-glucopyranosyl-(1->3)]-beta-D-galactopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->4)-D-glucopyranose, alpha-L-Fuc-(1->2) -[alpha-L-Fuc-(1->2)-beta-D-Gal-(1->3)-alpha-D-GlcNAc-(1->3)]-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-D-Glc, alpha-L-fucosyl-(1->2) -[alpha-L-fucosyl-(1->2)-beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-(1->3)]-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-D-glucose",,,,,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,,,,,,,,,,,,,,,,,G02187VY 
737,156557,Non-peptidic,beta-D-Galp-(1->6)-beta-D-Galp-(1->6)-beta-D-Galp-(1->6)-D-Galp,,,,,http://purl.obolibrary.org/obo/CHEBI_62999,"beta-D-galactopyranosyl-(1->6)-beta-D-galactopyranosyl-(1->6)-beta-D-galactopyranosyl-(1->6)-D-galactopyranose, (Gal)4, beta-(1->6)-galactotetraose, beta-D-Gal-(1->6)-beta-D-Gal-(1->6)-beta-D-Gal-(1->6)-D-Gal, beta-D-galactosyl-(1->6)-beta-D-galactosyl-(1->6)-beta-D-galactosyl-(1->6)-D-galactose, Galbeta1-6Galbeta1-6Galbeta1-6Gal",arabinogalactan,http://purl.obolibrary.org/obo/CHEBI_27569,,,Anogeissus,,Anogeissus,https://ontology.iedb.org/taxon/10002337,,,,,,,,,,,,,,,,,G38254OR 
738,156558,Non-peptidic,"7-amino-1-(5-nitro-2-furyl)-1,8-dioxo-11,14,17,20,23-pentaoxa-2-azahexacosan-26-amide",,,,,http://purl.obolibrary.org/obo/CHEBI_63079,"7-amino-1-(5-nitro-2-furyl)-1,8-dioxo-11,14,17,20,23-pentaoxa-2-azahexacosan-26-amide, ",,,,,,,,,,,,,,,,,,,,,,,,,G67527OA 
739,156570,Non-peptidic,alpha-D-Gal-(1->3)-beta-D-Gal-(1->3)-D-GlcNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_63116,"alpha-D-galactopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->3)-2-acetamido-2-deoxy-D-glucopyranose, (Gal)2 (GlcNAc)1, alpha-D-galactosyl-(1->3)-beta-D-galactosyl-(1->3)-N-acetyl-D-glucosamine, alpha-D-Galp-(1->3)-beta-D-Galp-(1->3)-D-GlcNAc, alphaGal1-3betaGal1-3GlcNAc, Galalpha1-3Galbeta1-3GlcNAc, WURCS=2.0/3,3,2/[a2122h-1x_1-5_2*NCC/3=O][a2112h-1b_1-5][a2112h-1a_1-5]/1-2-3/a3-b1_b3-c1",,,,,Sus scrofa,http://purl.obolibrary.org/obo/NCBITaxon_9823,Sus scrofa,http://purl.obolibrary.org/obo/NCBITaxon_9823,,,,,,,,,,,,,,,,,G74668VC 
740,156571,Non-peptidic,alpha-D-Gal-(1->3)-beta-D-Gal-(1->4)-3-deoxy-D-GlcNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_63117,"alpha-D-galactopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->4)-2-acetamido-2,3-dideoxy-D-ribo-hexopyranose, alpha-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-2-acetamido-2,3-dideoxy-D-ribo-hexose, alpha-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-3-deoxy-N-acetyl-D-glucosamine, alpha-D-Galp-(1->3)-beta-D-Galp-(1->4)-3-deoxy-D-GlcNAc, Galalpha1-3Galbeta1-4[3-deoxy]GlcNAc",,,,,Sus scrofa,http://purl.obolibrary.org/obo/NCBITaxon_9823,Sus scrofa,http://purl.obolibrary.org/obo/NCBITaxon_9823,,,,,,,,,,,,,,,,,G10879KX 
741,156572,Non-peptidic,alpha-D-Gal-(1->3)-beta-D-Gal-(1->4)-6-deoxy-D-GlcNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_63118,"alpha-D-galactopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->4)-2-acetamido-2,6-dideoxy-D-glucopyranose, alpha-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-6-deoxy-N-acetyl-D-glucosamine, alpha-D-Galp-(1->3)-beta-D-Galp-(1->4)-6-deoxy-D-GlcNAc, Galalpha1-3Galbeta1-4[6-deoxy]GlcNAc",,,,,Sus scrofa,http://purl.obolibrary.org/obo/NCBITaxon_9823,Sus scrofa,http://purl.obolibrary.org/obo/NCBITaxon_9823,,,,,,,,,,,,,,,,,G86632HJ 
742,156573,Non-peptidic,fingolimod hydrochloride,,,,,http://purl.obolibrary.org/obo/CHEBI_63112,"2-amino-2-[2-(4-octylphenyl) ethyl]-1,3-propanediol hydrochloride, 2-Amino-2-(2-(4-octylphenyl)ethyl)-1,3-propanediol hydrochloride, 2-amino-2-(2-(4-octylphenyl)ethyl)propane-1,3-diol hydrochloride, Fingolimod HCl, FTY-720, FTY720, Gilenya",,,,,,,,,,,,,,,,,,,,,,,,,G45447JX 
743,156574,Non-peptidic,N-[6-(DNCP-amino)hexanoyl]-beta-D-glucosamine,,,,,http://purl.obolibrary.org/obo/CHEBI_63119,"2-({6-[(2-carboxy-4,6-dinitrophenyl)amino]hexanoyl}amino)-2-deoxy-beta-D-glucopyranose, ",,,,,,,,,,,,,,,,,,,,,,,,,G40532KX 
744,156575,Non-peptidic,"N(1),N(5)-bis(2-deoxy-beta-D-glucopyranos-2-yl)-N(2)-(N(3)-DNCP-beta-alanyl)glutaminamide",,,,,http://purl.obolibrary.org/obo/CHEBI_63122,"2-{[N-(1,5-bis(2-deoxy-beta-D-glucopyranos-2-ylamino)-1,5-dioxopentan-2-yl)amino]carbonylethylamino}-3,5-dinitrobenzoic acid, N(1),N(5)-bis(2-deoxy-beta-D-glucopyranos-2-yl)-N(2)-(N(3)-DNCP-beta-alanyl)-L-glutaminamide, N(1),N(5)-bis(2-deoxy-beta-D-glucopyranos-2-yl)-N(2)-(N(3)-DNCP-beta-alanyl)-L-glutamine amide, N(1),N(5)-bis(2-deoxy-beta-D-glucopyranos-2-yl)-N(2)-(N(3)-DNCP-beta-alanyl)glutamine amide, N(1),N(5)-bis(2-deoxy-beta-D-glucopyranos-2-yl)-N(2)-[N(3)-(2-carboxy-4,6-dinitrophenyl)-beta-alanyl]-L-glutaminamide",,,,,,,,,,,,,,,,,,,,,,,,,G60975HU 
745,156578,Non-peptidic,IlePsi[(E)-CH=CH]Ala-Gly-Phe-Lys(5-GalO)-Gly-Glu-Gln-Gly-Pro-Lys-Gly-Glu-Thr,,,,,http://purl.obolibrary.org/obo/CHEBI_63126,"(2R,3E,5S,6S)-5-amino-2,6-dimethyloct-3-enoylglycyl-L-phenylalanyl-(5R)-5-(beta-D-galactopyranosyloxy)-L-lysylglycyl-L-alpha-glutamyl-L-glutaminylglycyl-L-prolyl-L-lysylglycyl-L-alpha-glutamyl-L-threonine, IlePsi[(E)-CH=CH]AlaGlyPheLys(5-GalO)GlyGluGlnGlyProLysGlyGluThr",,,,,,,,,,,,,,,,,,,,,,,,,G65889KE 
746,156579,Non-peptidic,IlePsi(CH2CH2)Ala-Gly-Phe-Lys(5-GalO)-Gly-Glu-Gln-Gly-Pro-Lys-Gly-Glu-Thr,,,,,http://purl.obolibrary.org/obo/CHEBI_63128,"(2R,5R,6S)-5-amino-2,6-dimethyloctanoylglycyl-L-phenylalanyl-(5R)-5-(beta-D-galactopyranosyloxy)-L-lysylglycyl-L-alpha-glutamyl-L-glutaminylglycyl-L-prolyl-L-lysylglycyl-L-alpha-glutamyl-L-threonine, IlePsi(CH2CH2)AlaGlyPheLys(5-GalO)GlyGluGlnGlyProLysGlyGluThr",,,,,,,,,,,,,,,,,,,,,,,,,G65889KE 
747,156580,Non-peptidic,Ile-AlaPsi[(E)-CH=CH]Gly-Phe-Lys(5-GalO)-Gly-Glu-Gln-Gly-Pro-Lys-Gly-Glu-Thr,,,,,http://purl.obolibrary.org/obo/CHEBI_63129,"L-isoleucyl-(3E,5S)-5-aminohex-3-enoyl-L-phenylalanyl-(5R)-5-(beta-D-galactopyranosyloxy)-L-lysylglycyl-L-alpha-glutamyl-L-glutaminylglycyl-L-prolyl-L-lysylglycyl-L-alpha-glutamyl-L-threonine, IleAlaPsi[(E)-CH=CH]GlyPheLys(5-GalO)GlyGluGlnGlyProLysGlyGluThr",,,,,,,,,,,,,,,,,,,,,,,,,G65889KE 
748,156581,Non-peptidic,Ile-AlaPsi(CH2CH2)Gly-Phe-Lys(5-GalO)-Gly-Glu-Gln-Gly-Pro-Lys-Gly-Glu-Thr,,,,,http://purl.obolibrary.org/obo/CHEBI_63130,"L-isoleucyl-(5S)-5-aminohexanoyl-L-phenylalanyl-(5R)-5-(beta-D-galactopyranosyloxy)-L-lysylglycyl-L-alpha-glutamyl-L-glutaminylglycyl-L-prolyl-L-lysylglycyl-L-alpha-glutamyl-L-threonine, IleAlaPsi(CH2CH2)GlyPheLys(5-GalO)GlyGluGlnGlyProLysGlyGluThr",,,,,,,,,,,,,,,,,,,,,,,,,G65889KE 
749,156582,Non-peptidic,Ile-Ala-GlyPsi[(E)-CH=CH]Phe-Lys(5-GalO)-Gly-Glu-Gln-Gly-Pro-Lys-Gly-Glu-Thr,,,,,http://purl.obolibrary.org/obo/CHEBI_63132,"L-isoleucyl-L-alanyl-(2R,3E)-5-amino-2-benzylpent-3-enoyl-(5R)-5-(beta-D-galactopyranosyloxy)-L-lysylglycyl-L-alpha-glutamyl-L-glutaminylglycyl-L-prolyl-L-lysylglycyl-L-alpha-glutamyl-L-threonine, IleAlaGlyPsi[(E)-CH=CH]PheLys(5-GalO)GlyGluGlnGlyProLysGlyGluThr",,,,,,,,,,,,,,,,,,,,,,,,,G65889KE 
750,156583,Non-peptidic,Ile-Ala-GlyPsi(CH2CH2)Phe-Lys(5-GalO)-Gly-Glu-Gln-Gly-Pro-Lys-Gly-Glu-Thr,,,,,http://purl.obolibrary.org/obo/CHEBI_63133,"L-isoleucyl-L-alanyl-(2R,3E)-5-amino-2-benzylpentanoyl-(5R)-5-(beta-D-galactopyranosyloxy)-L-lysylglycyl-L-alpha-glutamyl-L-glutaminylglycyl-L-prolyl-L-lysylglycyl-L-alpha-glutamyl-L-threonine, IleAlaGlyPsi(CH2CH2)PheLys(5-GalO)GlyGluGlnGlyProLysGlyGluThr",,,,,,,,,,,,,,,,,,,,,,,,,G65889KE 
751,156813,Non-peptidic,9-O-Ac-alpha-Neu5Ac-(2->8)-alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer,,,,,http://purl.obolibrary.org/obo/CHEBI_61730,"(2S,3R,4E)-2-alkanamido-3-hydroxyoctadec-4-en-1-yl 5-acetamido-9-O-acetyl-3,5-dideoxy-D-glycero-alpha-D-galacto-non-2-ulopyranonosyl-(2->8)-5-acetamido-3,5-dideoxy-D-glycero-alpha-D-galacto-non-2-ulopyranonosyl-(2->3)-beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranoside, (Gal)1 (Glc)1 (Neu5Ac)1 (Neu5Ac9Ac)1 (Cer)1, 9-O-Ac-alpha-Neu5NAc-(2->8)-alpha-Neu5NAc-(2->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer, 9-O-Ac-alpha-Neu5NAc-(2->8)-alpha-Neu5NAc-(2->3)-beta-D-Galp-(1->4)-beta-D-Glcp-(1<->1')-Cer, 9-O-Ac-GD3, 9-O-acetyl-alpha-N-acetylneuraminosyl-(2->8)-alpha-N-acetylneuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide, 9-O-acetyl-alpha-N-acetylneuraminyl-(2->8)-alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide, 9-O-Acetyl-GD3, 9-O-Acetylated GD3, CD60b, O-Ac-GD3",lipopolysaccharide,http://purl.obolibrary.org/obo/CHEBI_16412,,,Campylobacter jejuni,http://purl.obolibrary.org/obo/NCBITaxon_197,Campylobacter jejuni,http://purl.obolibrary.org/obo/NCBITaxon_197,,,,,,,,,,,,,,,,,G74121RX 
752,156814,Non-peptidic,"1,2-di-O-myristoyl-sn-glycero-3-phosphocholine",,,,,http://purl.obolibrary.org/obo/CHEBI_45240,"(2R)-2,3-bis(tetradecanoyloxy)propyl 2-(trimethylammonio)ethyl phosphate, 1,2-di-O-tetradecanoyl-sn-glycero-3-phosphocholine, 1,2-dimyristoyl-GPC, 1,2-Dimyristoyl-L-3-phosphatidylcholine, 1,2-dimyristoyl-sn-glycero-3-phosphocholine, 1,2-DIMYRISTOYL-SN-GLYCERO-3-PHOSPHOCHOLINE, 1,2-Dimyristoylphosphatidylcholine, 1,2-ditetradecanoyl-sn-glycero-3-phosphocholine, Dimyristoyl lecithin, Dimyristoyl phosphatidylcholine, dimyristoylphosphatidylcholine, DMPC, GPC(14:0/14:0), GPC(28:0), PC(14:0/14:0), PC(28:0), phosphatidylcholine(14:0/14:0), phosphatidylcholine(28:0)",,,,,,,,,,,,,,,,,,,,,,,,,G86438JY 
753,156815,Non-peptidic,"1,2-di-O-myristoyl-sn-glycero-3-phosphosulfocholine",,,,,http://purl.obolibrary.org/obo/CHEBI_63031,"(2R)-2,3-bis(tetradecanoyloxy)propyl 2-(dimethylsulfonio)ethyl phosphate, 1,2-di-O-tetradecanoyl-sn-glycero-3-phosphosulfocholine, 1,2-ditetradecanoyl-sn-glycero-3-phosphosulfocholine, dimyristoyl-sn-glycero-3-phosphosulfocholine, dimyristoylphosphatidyl sulfocholine, dimyristoylphosphatidylsulfocholine, ditetradecanoyl-sn-glycero-3-phosphosulfocholine, DMPSC",,,,,,,,,,,,,,,,,,,,,,,,,G69790YW 
754,156983,Non-peptidic,alpha-D-Galp-(1->3)-beta-D-Galp-(1->4)-alpha-D-Galp-(1->3)-D-Galp,,,,,http://purl.obolibrary.org/obo/CHEBI_60188,"alpha-D-galactopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->4)-alpha-D-galactopyranosyl-(1->3)-D-galactopyranose, (Gal)4, 3alpha,4beta,3alpha-galactotetraose, alpha-D-Gal-(1->3)-beta-D-Gal-(1->4)-alpha-D-Gal-(1->3)-D-Gal, alpha-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-alpha-D-galactosyl-(1->3)-D-galactose, alpha-Gal-(1->3)-beta-Gal-(1->4)-alpha-Gal-(1->3)-Gal, alphaGal1-3betaGal1-4alphaGal1-3Gal, Galalpha1-3Galbeta1-4Galalpha1-3Gal",,,,,,,,,,,,,,,,,,,,,,,,,G26927BM 
755,156984,Non-peptidic,4-nitrophenyl N-acetyl-alpha-D-galactosaminide,,,,,http://purl.obolibrary.org/obo/CHEBI_60310,"4-nitrophenyl 2-acetamido-2-deoxy-alpha-D-galactopyranoside, 4-nitrophenyl N-acetyl-alpha-D-galactosaminide, alpha-D-GalNAc-OC6H4NO2-p, p-Nitrophenyl 2-acetamido-2-deoxy-alpha-D-galactopyranoside",glycoprotein,http://purl.obolibrary.org/obo/CHEBI_17089,,,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,,,,,,,,,,,,,,,,,G57321FI 
756,156985,Non-peptidic,methyl N-acetyl-alpha-D-galactosaminide,,,,,http://purl.obolibrary.org/obo/CHEBI_44096,"methyl 2-acetamido-2-deoxy-alpha-D-galactopyranoside, alpha-D-GalNAc-OMe, alpha-D-GalpNAc-OMe, alphaGalNAcOMe, GalNAcalpha1->OMe, methyl 2-(acetylamino)-2-deoxy-alpha-D-galactopyranoside, methyl N-acetyl-alpha-D-galactosaminide",glycoprotein,http://purl.obolibrary.org/obo/CHEBI_17089,,,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,,,,,,,,,,,,,,,,,G57321FI 
757,156987,Non-peptidic,D-galactal,,,,,http://purl.obolibrary.org/obo/CHEBI_63139,"2,6-anhydro-5-deoxy-D-arabino-hex-5-enitol, D-(+)-galactal, d-Galactal, galactal",,,,,,,,,,,,,,,,,,,,,,,,,G60366OX 
758,156988,Non-peptidic,beta-D-Galp-(1->4)-beta-D-Galp-(1->4)-D-Glcp,,,,,http://purl.obolibrary.org/obo/CHEBI_63141,"beta-D-galactopyranosyl-(1->4)-beta-D-galactopyranosyl-(1->4)-D-glucopyranose, (Gal)2 (Glc)1, 4'-O-beta-D-galactosyl-D-lactose, 4-O-(4-O-beta-D-galactopyranosyl-beta-D-galactopyranosyl)-D-glucopyranose, 4-O-(4-O-beta-D-galactosyl-beta-D-galactosyl)-D-glucose, beta-D-Gal-(1->4)-beta-D-Gal-(1->4)-D-Glc, beta-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-D-glucose, beta-Gal-(1->4)-beta-Gal-(1->4)-Glc, Galbeta1,4Galbeta1,4Glc, Galbeta1-4Galbeta1-4Glc, WURCS=2.0/2,3,2/[a2122h-1x_1-5][a2112h-1b_1-5]/1-2-2/a4-b1_b4-c1",,,,,,,,,,,,,,,,,,,,,,,,,G21269SH 
759,156989,Non-peptidic,penta-O-acetyl-alpha-D-galactose,,,,,http://purl.obolibrary.org/obo/CHEBI_63145,"1,2,3,4,6-penta-O-acetyl-alpha-D-galactopyranose, 1,2,3,4,6-penta-O-acetyl-alpha-D-galactose, 1,2,3,4,6-pentaacetyl-alpha-D-galactose, alpha-D-galactose 1,2,3,4,6-pentaacetate, alpha-D-galactose penta-acetate, alpha-D-galactose pentaacetate, pentaacetyl-alpha-D-galactose",,,,,,,,,,,,,,,,,,,,,,,,,G36222UC 
760,156990,Non-peptidic,alpha-D-rhamnose,,,,,http://purl.obolibrary.org/obo/CHEBI_63152,"6-Deoxy-D-mannose, alpha-D-Rha, alpha-D-Rhap, D-Mannomethylose, D-Rhamnose, WURCS=2.0/1,1,0/[a1122m-1a_1-5]/1/",,,,,,,,,,,,,,,,,,,,,,,,,G20386CD 
761,156991,Non-peptidic,N-acetyl-beta-D-mannosamine,,,,,http://purl.obolibrary.org/obo/CHEBI_63154,"2-acetamido-2-deoxy-beta-D-mannopyranose, beta-ManNAc, N-acetyl-beta-mannosamine, WURCS=2.0/1,1,0/[a1122h-1b_1-5_2*NCC/3=O]/1/",,,,,,,,,,,,,,,,,,,,,,,,,G29322AW 
762,156993,Non-peptidic,alpha-Neup5Ac-(2->3)-beta-D-Galp,,,,,http://purl.obolibrary.org/obo/CHEBI_63155,"5-acetamido-3,5-dideoxy-D-glycero-alpha-D-galacto-non-2-ulopyranonosyl-(2->3)-beta-D-galactopyranose, 3-O-(5-acetamido-3,5-dideoxy-D-glycero-alpha-D-galacto-non-2-ulopyranonosyl)-beta-D-galactopyranose, 5-acetamido-3,5-dideoxy-D-glycero-alpha-D-galacto-non-2-ulonosyl-(2->3)-beta-D-galactose, alpha-D-N-acetylneuraminyl-(2->3)-beta-D-galactose, alpha-Neu5Ac-(2->3)-beta-D-Gal, alphaNeuAc2-3betaGal, Neu5Aca2-3Galb, Neu5Acalpha2-3Galbeta, NeuAcalpha2-3Galbeta, WURCS=2.0/2,2,1/[a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2/a3-b2",,,,,,,,,,,,,,,,,,,,,,,,,G30207PZ 
763,156994,Non-peptidic,methyl 9-(alpha-D-galactosyloxy)nonanoate,,,,,http://purl.obolibrary.org/obo/CHEBI_63176,"methyl 9-(alpha-D-galactopyranosyloxy)nonanoate, 9-(methoxycarbonyl)nonyl alpha-D-galactoside, Alpha-D-Galactose-R",,,,,,,,,,,,,,,,,,,,,,,,,G09546QO 
764,156996,Non-peptidic,alpha-D-GalpNAc-(1->3)-beta-D-Galp-(1->4)-D-Glcp,,,,,http://purl.obolibrary.org/obo/CHEBI_63228,"2-acetamido-2-deoxy-alpha-D-galactopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->4)-D-glucopyranose, (Gal)1 (GalNAc)1 (Glc)1, alpha-D-GalNAc-(1->3)-beta-D-Gal-(1->4)-D-Glc, alphaGalNAc(1->3)betaGal(1->4)Glc, GalNAcalpha1->3Galbeta1->4Glc, N-acetyl-alpha-D-galactosaminyl-(1->3)-beta-D-galactosyl-(1->4)-D-glucose, WURCS=2.0/3,3,2/[a2122h-1x_1-5][a2112h-1b_1-5][a2112h-1a_1-5_2*NCC/3=O]/1-2-3/a4-b1_b3-c1",glycoprotein,http://purl.obolibrary.org/obo/CHEBI_17089,,,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,,,,,,,,,,,,,,,,,G95341UA 
765,156997,Non-peptidic,alpha-D-GalNpAc-(1->3)-beta-D-GalpNAc-OMe,,,,,http://purl.obolibrary.org/obo/CHEBI_63229,"methyl 2-acetamido-2-deoxy-alpha-D-galactopyranosyl-(1->3)-2-acetamido-2-deoxy-beta-D-galactopyranoside, alpha-D-GalNAc-(1->3)-beta-D-GalNAc-OMe, alphaGalNAc(1->3)betaGalNAcOMe, GalNAcalpha1->3GalNAcbeta1->OMe, methyl 2-acetamido-3-O-(2-acetamido-2-deoxy-alpha-D-galactopyranosyl)-2-deoxy-beta-D-galactopyranoside, methyl N-acetyl-alpha-D-galactosaminyl-(1->3)-N-acetyl-beta-D-galactosaminide",glycoprotein,http://purl.obolibrary.org/obo/CHEBI_17089,,,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,,,,,,,,,,,,,,,,,G97834OQ 
766,156998,Non-peptidic,alpha-D-GalNpAc-(1->3)-alpha-D-GalpNAc-OMe,,,,,http://purl.obolibrary.org/obo/CHEBI_63230,"methyl 2-acetamido-2-deoxy-alpha-D-galactopyranosyl-(1->3)-2-acetamido-2-deoxy-alpha-D-galactopyranoside, alpha-D-GalNAc-(1->3)-alpha-D-GalNAc-OMe, alphaGalNAc(1->3)alphaGalNAcOMe, GalNAcalpha1->3GalNAcalpha1->OMe, methyl 2-acetamido-3-O-(2-acetamido-2-deoxy-alpha-D-galactopyranosyl)-2-deoxy-alpha-D-galactopyranoside, methyl N-acetyl-alpha-D-galactosaminyl-(1->3)-N-acetyl-alpha-D-galactosaminide",glycoprotein,http://purl.obolibrary.org/obo/CHEBI_17089,,,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,,,,,,,,,,,,,,,,,G00039MO 
767,156999,Non-peptidic,O-(N-acetyl-alpha-D-galactosaminyl)-L-serine,,,,,http://purl.obolibrary.org/obo/CHEBI_53608,"O-(2-acetamido-2-deoxy-alpha-D-galactopyranosyl)-L-serine, alpha-D-GalNAc-Ser, GalNAc(alpha1->O)Ser, GalNAcalpha1-Ser, O-(N-acetyl-alpha-D-galactosaminyl)-L-serine",glycoprotein,http://purl.obolibrary.org/obo/CHEBI_17089,,,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,,,,,,,,,,,,,,,,,G57321FI 
